ID,Question Body,Choice 1,Choice 2,Choice 3,Choice 4,Key,Education Period,Grade Title,Level,Is Trap,Trap,Course Title,P0,P1,P2,P3,P4,Year,final_category_fa,Answer
12344,"کدام گزینه جاهای خالی را به‌‌درستی تکمیل می‌کند؟ 
 - از نظر ......... ، احساس محرک‌های بیرونی برای بقای موجود زنده حیاتی است. 
 - تحریک هر یک از گیرنده‌های حسی تابع .............. است. 
 - مهم‌ترین عامل کاهش گوش به زنگی ............ است.",تکاملی _ شدت محرک _ خستگی,محیطی _ احساس محرک _ تعداد بسیار عوامل انحرافی,محیطی _ احساس محرک _‌ خستگی,تکاملی _ شدت محرک _ تعداد بسیار عوامل انحرافی,1.0,متوسطه 2,یازدهم انسانى,ساده,False,,روانشناسی يازدهم انسانى,24.0,55.0,4.0,9.0,8.0,1401,روانشناسی دوره دوم متوسطه,"گزینه «1» 
 از نظر تکاملی، احساس محرک‌های بیرونی برای بقای موجود زنده، حیاتی است. 
 تحریک هر یک از گیرنده‌های حسی تابع شدت محرک است. 
 مهم‌ترین عامل کاهش گوش به زنگی، خستگی است."
20197,نوزاد قورباغه و ماهی در چه مواردی شبیه یکدیگر نیستند ؟,داشتن آبشش,داشتن دُم و باله,در آب از تخم خارج شدن,شباهت به مادر,4.0,دبستان 1,سوم دبستان,نسبتا ساده,False,,علوم تجربی سوم دبستان,7.0,6.0,14.0,7.0,66.0,1399,علوم تجربی دوره اول ابتدایی,"گزینه‌ی «4» 
 نوزاد قورباغه و ماهی هر دو دارای آبشش، باله و دم بوده و در آب از تخم خارج می‌شوند، اما نوزاد قورباغه اصلاً شبیه مادرش نیست."
10029,در آیه‌ی شریفه‌ی «اِذ قالَ عيسَى ابنُ مَريَمَ ... وَ مُبَشِّرًا بِرَسولٍ يَأتِي مِن بَعدي اسمُهُ أحمَدُ»، به مردم بشارت چه چیزی داده شده است؟,تولد حضرت عیسی (ع),آمدن حضرت مریم,آمدن حضرت محمد (ص),پیامبری حضرت عیسی (ع),3.0,دبستان 2,پنجم دبستان,دشوار,False,,هدیه های آسمان پنجم دبستان,19.0,12.0,6.0,51.0,12.0,1401,تعلیم و تربیت اسلامی دوره دوم ابتدایی,"گزينه‌ي «3» 
 معنی آیه‌ی صورت سؤال: «عیسی فرزند مریم گفت: ... من به شما بشارت می‌دهم که بعد از من پیامبری خواهد آمد به نام «احمد». 
 در این آیه، آمدن حضرت  محمد (ص) بشارت داده شده است."
11746,همۀ عبارت‌ها، مفهوم نادرستی از «نقش شهر» را بیان می‌کنند، به‌جز :,سیمای سکونتگاه‌های سیاسی و اداری، همانند یکدیگرند.,نقش سکونتگاه‌ها، در طول زمان تغییرات کمتری دارد.,نقش هر سکونتگاه براساس وضعیت طبیعی آن تعیین می‌شود.,اغلب سکونتگاه‌ها، چند نقش دارند و یکی از آن‌ها را ایفا می‌کنند.,1.0,متوسطه 2,دهم تجربي,متوسط,False,,جغرافیای ایران,,,,,,1398,جغرافیا دوره دوم متوسطه,"گزینه 3 
 نقش سکونتگاه‌‌ها در چهره و سیمای آن‌ها منعکس می‌شود. شهر تهران به‌دلیل پایتخت‌بودن، استقرار وزارتخانه‌ها، سفارتخانه‌ها و مراکز بزرگ اداری، دارای نقش سیاسی‌اداری است. 
 تشریح سایر گزینه‌ها: 
 گزینۀ 2: نقش سکونتگاه در طول زمان تغییر می‌کند یا تکامل و توسعه می‌یابد. 
 گزینۀ 3: نقش هر سکونتگاه بر اساس وضع جغرافیایی آن، اعم از انسانی یا طبیعی تعیین می‌شود. 
 گزینۀ 4: اغلب سکونتگاه‌ها چند نقش دارد و این نقش‌ها را با هم ایفا می‌کنند."
1807,مصرف شیر در کودکان نه‌تنها به رشد کافی استخوان و دندان کمک می‌کند . . . در بزرگسالی نیز از پوکی استخوان جلوگیری می‌کند.,زیرا,که,ولی,هرچند,2.0,متوسطه 1,نهم,متوسط,False,,استعداد تحلیلی,21.0,11.0,45.0,7.0,16.0,1402,استعداد تحلیلی دوره اول متوسطه,"گزينة «2» 
 واضح است که «که» به معنای «بلکه» در متن اضافه می‌شود و آن را کامل می‌کند."
14710,به  ترتیب «تبیین نظام مشروطه با استفاده از فقه تشیع» و «طرح مسئلۀ ولایت» از اقدامات کیست؟,میرزای نائینی ـ امام خمینی,علامه طباطبایی ـ امام خمینی,علامه طباطبایی ـ میرزای نائینی,میرزای نائینی ـ آیت‌ الله مطهری,1.0,متوسطه 2,دوازدهم انساني,نسبتا ساده,False,,جامعه شناسی 3,44.0,49.0,4.0,1.0,2.0,1398,جامعه شناسی دوره دوم متوسطه,در آغاز قرن بیستم، میرزای نائینی با توجه به واقعیت‌ های اجتماعی ایران با استفاده از فقه، نظام مشروطه را تبیین کرد و امام خمینی(ره) با توجه به شرایط اجتماعی پایان قرن بیستم، مسئلۀ ولایت فقیه و انقلاب اسلامی را طرح نمود.
5502,"در رابطه با بیماری هموفیلی، کدام عبارت، جمله زیر را به درستی تکمیل می‌کند؟ 
 «در صورتی که ...............، ممکن نیست ...............»",فقط پدر، بیماری هموفیلی را داشته باشد _ دختری هموفیل داشته باشد که همة فرزندان دختری آن، سالم باشند.,والدین، عامل انعقادی 8 را داشته باشند _ دختری داشته باشند که در فرایند لخته‌شدن دچار اختلال شود.,مادر ناقل بیماری هموفیلی باشد _ فرزند پسری داشته باشد که می‌تواند گامتی با دگرة سالم را تولید کند.,والدین، مبتلا به این بیماری باشند _ فرزند سالم با یک دگرة بیماری در یاخته‌هایش داشته باشند.,4.0,متوسطه 2,دوازدهم تجربي,متوسط,True,",2,",زیست شناسی3,42.0,8.0,18.0,8.0,25.0,1401,زیست شناسی دوره دوم متوسطه,"گزینه «4» 
 در صورتی که پدر و مادر هر دو بیماری هموفیلی را داشته باشند، پدر به صورت${{X}^{h}}Y$ و مادر به صورت${{X}^{h}}{{X}^{h}}$ می‌باشد. این پدر و مادر نمی‌توانند فرزند سالم داشته باشند. بررسی سایر گزینه‌ها: 
 گزینة «1»: در صورتی که دختر بیمار باشد، به صورت${{X}^{h}}{{X}^{h}}$ است و اگر همسرش به صورت${{X}^{H}}Y$ باشد، همة فرزندان دخترش سالم هستند. 
 گزینة «2»: شایع‌ترین نوع هموفیلی، فقدان عامل انعقادی شمارة 8 است. ممکن است فرد در اثر کمبود ویتامین $K$ یا $C{{a}^{2+}}$، در فرایند لخته‌شدن دچار اختلال شود. 
 گزینة «3»: در صورتی که ژن‌نمود مادر به صورت${{X}^{H}}{{X}^{h}}$ باشد، ناقل بیماری است. در صورتی که گامت فرزند پسر (حتی بیمار)، دارای کروموزوم$Y$ باشد، دگرة بیماری هموفیلی را ندارد."
4688,کدام عدد در $\square$ قرار می‌گیرد؟                                             $\frac3{10}+\frac2{10}=\frac25+\square$,$\frac15$,$\frac3{10}$,$\frac23$,$\frac1{10}$,4.0,دبستان 2,چهارم دبستان,متوسط,False,,ریاضی چهارم دبستان,18.0,16.0,12.0,2.0,52.0,1399,ریاضی دوره دوم ابتدایی,$\begin{array}{l}\frac3{10}+\frac2{10}=\frac25+\square\\\frac5{10}=\frac25+\square\rightarrow\frac25=\frac4{10}+\square\\\frac5{10}-\frac4{10}=\frac1{10}=\square=\frac1{10}\end{array}$
3328,اگر$a=3$ و$b=-5$ باشد، آنگاه حاصل$\frac{|-|a|+|-b||}{-|a+b|}$ کدام است؟,-1,1,$+\frac{3}{5}$,-4,1.0,متوسطه 1,نهم,متوسط,True,",4,",ریاضی نهم,36.0,33.0,12.0,1.0,18.0,1397,ریاضی دوره اول متوسطه,"$\frac{\left|-\vert a\vert+\vert-b\vert\right|}{-\vert a+b\vert}=\frac{\left|-\vert3\vert+\vert-(-5)\vert\right|}{-\vert3+(-5)\vert}=\frac{\vert-3+5\vert}{-\vert3-5\vert}$ 
 $=\frac{+2}{-(+2)}=-1$"
9243,معادله خط هادی سهمی $3{{y}^{2}}-4x+6y+5=0$ کدام است؟,$x=-\frac{1}{2}$,$x=\frac{1}{6}$,$x=\frac{5}{6}$,$x=\frac{3}{2}$,2.0,متوسطه 2,دوازدهم رياضي,متوسط,False,,هندسه3,46.0,10.0,23.0,13.0,8.0,1401,هندسه دوره دوم متوسطه,"گزینة  «2» 
 معادلة سهمی را به فرم متعارف تبدیل می‌کنیم: 
 $3{{y}^{2}}-4x+6y+5=0\Rightarrow 3{{y}^{2}}+6y+3=4x-2$ 
 $\Rightarrow 3{{(y+1)}^{2}}=4(x-\frac{1}{2})\Rightarrow {{(y+1)}^{2}}=\frac{4}{3}(x-\frac{1}{2})$ 
 نقطة $A(\frac{1}{2},-1)$ رأس سهمی است و سهمی رو به راست باز می‌شود، بنابراین داریم: 
 $4a=\frac{4}{3}\Rightarrow a=\frac{1}{3}$ 
 $:x=-a+h=-\frac{1}{3}+\frac{1}{2}\Rightarrow x=\frac{1}{6}$ معادلة خط هادی"
3415,اعداد 1 تا 9 را روی نه کارت جداگانه نوشته و در جعبه‌ای قرار داده‌ایم. یک کارت از جعبه برمی‌داریم و پس از یادداشت شماره‌ی آن در جایگاه رقم دهگان یک عدد دورقمی، مجدداً آن‌ را در جعبه می‌گذاریم. حال به طور اتفاقی یک کارت دیگر نیز انتخاب می‌کنیم و عدد آن ‌را در جایگاه رقم یکان می‌نویسیم. چه میزان احتمال دارد این عدد دورقمی، بر 5 بخش‌پذیر باشد؟,$0/10$,$0/09$,$\frac{1}{9}$,$\frac{1}{5}$,3.0,متوسطه 1,نهم,متوسط,False,,ریاضی نهم,40.0,4.0,4.0,46.0,6.0,1395,ریاضی دوره اول متوسطه,رقم دهگان برای ما مهم نیست. حالت مطلوب این است که رقم یکان صفر یا پنج باشد تا عدد دورقمی حاصل، بر 5 بخش‌پذیر باشد. در بین نُه کارت یادشده، عدد 5 نیز هست. پس احتمال مطلوب $\frac{1}{9}$ است.
1087,"با توجه به مطالب کتاب درسی، کدام مورد، برای تکمیل عبارت زیر مناسب است؟ 
 « در پی تغییر محیط کشت باکتری اشرشیاکای، از محیطی که تنها قند آن ..... است به محیطی که تنها قند آن .......... است و به منظور تنظیم بیان ژن در این باکتری ..............»",لاکتوز – گلوکز – محتوای آنزیمی یاخته، به واسطه فعالیت نوع دیگری رنابسپارزا عوض می‌شود.,گلوکز – لاکتوز – مهارکننده نوعی توالی نوکلئوتیدی اتصال می‌یابد.,مالتوز – لاکتوز – فعال‌کننده از دو نوع پروتئین جدا می‌شود.,لاکتوز – مالتوز – نوعی پروتئین به رنابسپارزا متصل می‌شود.,4.0,متوسطه 2,دوازدهم تجربي,متوسط,False,,زیست شناسی3,,,,,,1401,زیست شناسی دوره دوم متوسطه,"گزینه 4 
 بررسی گزینه 4: دقت کنید  در تنظیم مثبت به منظور ساخت رنای سازنده آنزیم‌های تجزیه کننده مالتوز ابتدا باید پروتئین فعال کننده متصل شده و باعث اتصال آن به جایگاه اتصالش شود. سپس آنزیم پلی مراز به راه انداز و پروتئین فعال کننده متصل شده و رونویسی را آغاز می‌کند. (البته کاش گزینه بهتری مطرح می‌کرد.) 
 بررسی سایر موارد: 
 1: استفاده از لفظ انواع آنزیم رنابسپارزا برای باکتری نادرست است. 
 2: دقت کنید  در صورت وجود لاکتوز مهارکننده از توالی نوکلوتیدی جدا می‌شود نه اینکه به آن متصل شود . 
 3: فعال کننده از رنابسپارزا جدا می‌شه. دیگه پروتئین دیگه‌ای نداریم."
10404,مثال مطرح‌شده در کدام گزینه به تعارض اجتناب - اجتناب اشاره دارد؟,فردی که به ازدواج تمایل زیادی دارد، اما از مسئولیت ناشی از آن می‌ترسد.,دانشجویی که به علت دوری از خانواده، برای ادامه تحصیل به خارج از کشور مهاجرت نمی‌کند.,فردی که بین دو رشته مطلوب، مجبور به انتخاب یک رشته برای تحصیل در دانشگاه است.,بیماری که در عین رنجش از درد بیماری، از مداوا نیز می‌هراسد.,4.0,متوسطه 2,یازدهم انسانى,ساده,False,,روانشناسی يازدهم انسانى,28.0,1.0,4.0,2.0,66.0,1398,روانشناسی دوره دوم متوسطه,"گزینه «1»: تعارض گرایش- اجتناب 
 گزینه «2»: تعارض گرایش- اجتناب 
 گزینه «3»: تعارض گرایش- گرایش 
 گزینه «4»: تعارض اجتناب- اجتناب"
19230,کدام یک از گزینه‌‌های زیر صحیح نیست ؟,$\sqrt{2/5}\in (R-N)$,$N\subseteq (Z\bigcap Q)$,$Z\subseteq (R-{Q}`)$,$(Z-W)\subseteq N$,4.0,متوسطه 2,دهم تجربي,ساده,False,,ریاضی 1 دهم,9.0,6.0,3.0,3.0,79.0,1399,ریاضی دوره دوم متوسطه,"گزینه «4» 
 $Z-W=\{-1,-2,-3,...\}$ 
 بنابراین $Z-W\not{\subseteq }N$"
8396,سیمی به طول $628cm$ را به‌صورت پیچه‌ای مسطح به شعاع $5cm$ در می‌آوریم و از آن جریان الکتریکی $10A$ را عبور می‌دهیم. بزرگی میدان مغناطیسی در مرکز پیچه چند گاوس است؟ $({{\mu }_{0}}=4\pi \times {{10}^{-7}}\frac{T.m}{A})$,$25/12\times {{10}^{-4}}$,$12/56\times {{10}^{-4}}$,$25/12$,$12/56$,3.0,متوسطه 2,یازدهم رياضي,دشوار,False,,فیزیک 2 يازدهم رياضي,79.0,4.0,2.0,12.0,2.0,1397,فیزیک دوره دوم متوسطه,"تعداد دور پیچه را محاسبه می‌کنیم. داریم: 
 دور $N=\frac{L}{2\pi r}=\frac{628}{2\pi \times 5}\Rightarrow N=\frac{628}{10\pi }$ 
 سپس به کمک رابطه بزرگی میدان مغناطیسی در مرکز پیچه مسطح، خواهیم داشت: 
 $B=\frac{{{\mu }_{0}}NI}{2r}=\frac{4\pi \times {{10}^{-7}}\times \frac{628}{10\pi }\times 10}{2\times 5\times {{10}^{-2}}}=25/12\times {{10}^{-4}}T=25/12G$"
9405,"اختلاف جملات پنجم و ششم الگوی زیر در کدام گزینه به درستی آمده است؟ 
 $0\,\,,\,\,1\,\,,\,\,4\,\,,\,\,9\,\,,\,\,...\,\,\,,\,\,...$",25,9,16,7,2.0,دبستان 2,ششم دبستان,متوسط,False,,هوش ریاضی و منطقی,41.0,9.0,30.0,13.0,7.0,1398,هوش ریاضی و منطقی دوره دوم ابتدایی,"$:\,0\,=\,0\times 0$ جمله‌ی اوّل 
 $:\,1=\,1\times 1$ جمله‌ی دوم 
 $:\,4\,=\,2\times 2$ جمله‌ی سوم 
 $:\,9\,=\,3\times 3$ جمله‌ی چهارم 
 $:\,16=\,4\times 4$ جمله‌ی پنجم 
 $:\,25=\,5\times 5$ جمله‌ی ششم 
 اختلاف جملات پنجم و ششم الگو: $25-16=9$"
18560,"اگر بازه ($2-x$ $,$ $1-4x$) یک همسایگی برای 1/4 و 1/8 باشد، محدوده x کدام است؟","(0/6 , 0/2-)","(0/2 , 0/6-)","(0/2 , 0/1-)","(0/1 , 0/2-)",3.0,متوسطه 2,یازدهم رياضي,متوسط,False,,حسابان(1) يازدهم,53.0,11.0,3.0,30.0,4.0,1397,حسابان دوره دوم متوسطه,"باید دو عدد 1/4 و 1/8 در بازه باشند، پس: 
 $\left. \begin{align} 
  & 1-4x<1/4\Rightarrow 4x>-0/4\Rightarrow x>-0/1 \\ 
 & 2-x>1/8\Rightarrow x<0/2 \\ 
\end{align} \right\}\xrightarrow{\bigcap }-0/1<x<0/2$"
10989,رابطه مثنوی با نظم، مثل رابطه . . . است.,میز با چوب,پلاتی‌پوس با پستانداران,توپ با فوتبالیست,فرزند با مادر,2.0,دبستان 2,ششم دبستان,دشوار,True,",1,",هوش کلامی و ادبی,25.0,23.0,27.0,12.0,13.0,1399,هوش کلامی و ادبی دوره دوم ابتدایی,"گزینه «2» 
 مثنوی عضوی از مجموعه شعر و اشعار است. هم‌چنین پلاتی‌پوس (نوک اردکی) عضوی از مجموعه پستانداران است."
2862,صدف یک کتاب داستان 275 صفحه‌ای از کتاب‌خانه‌ی مدرسه به امانت گرفته است. او روز اوّل 34 صفحه و روز دوم 62 صفحه از آن را خواند. چند صفحه‌ی دیگر از کتابش باقی مانده است؟,179 صفحه,371 صفحه,28 صفحه,96 صفحه,1.0,دبستان 1,دوم دبستان,ساده,False,,ریاضی دوم دبستان,2.0,96.0,1.0,1.0,1.0,1399,ریاضی دوره اول ابتدایی,"گزینه‌ی«1» 
 96 صفحه از کتاب را خوانده است.   96 = 62 + 34 
 $\begin{array}{l}\overset1{\not2}\overset{\overset{16}{\not6}}{\not7}\overset{15}{\not5}\\\frac{-9\;6}{179}\begin{array}{cc}&\\\leftarrow&\text{تعداد صفحات باقی مانده}\end{array}\end{array}$"
8079,یکای انرژی جنبشی در SI . . . است و یکای آن بر حسب یکاهای اصلی به‌صورت . . . بیان می‌شود.,نیوتون- $g.{m^2}$,ژول- $\frac{{g.m}}{{{s^2}}}$,ژول- $\frac{{kg.{m^2}}}{{{s^2}}}$,نیوتون- $\frac{m}{{kg}}$,3.0,متوسطه 2,دهم رياضى,ساده,False,,فیزیک 1  دهم ریاضی,49.0,2.0,5.0,39.0,4.0,1395,فیزیک دوره دوم متوسطه,نام یکای انرژی جنبشی در SI ژول است و یکای آن بر حسب یکاهای اصلی، به‌صورت  $\frac{{kg.{m^2}}}{{{s^2}}}$ بیان می‌شود.
8182,دو کره فلزی مشابه دارای بارهای الکتریکی ${{q}_{1}}=+5\mu C$ و ${{q}_{2}}=+15\mu C$، در فاصله $r$ نیروی $F$ را بر یکدیگر وارد می‌کنند. اگر این دو کره را در یک لحظه با یکدیگر تماس دهیم، به‌طوری که فقط بین دو کره مبادله بار صورت گیرد و مجدداً به همان فاصله قبلی برگردانیم، نیروی دافعه بین دو کره تقریباً چگونه تغییر می‌کند؟,$25$ درصد افزایش می‌یابد.,$25$ درصد کاهش می‌یابد.,$33$ درصد کاهش می‌یابد.,$33$ درصد افزایش می‌یابد.,4.0,متوسطه 2,یازدهم تجربي,ساده,False,,فیزیک 2 يازدهم تجربي,41.0,13.0,5.0,4.0,37.0,1399,فیزیک دوره دوم متوسطه,"گزینه «4» 
 با توجه به مشابه بودن دو کره، پس از تماس آنها با یکدیگر، بار الکتریکی هر یک از آن‌ها برابر با$\frac{{{q}_{1}}+{{q}_{2}}}{2}$ است و داریم: 
 ${{{q}`}_{1}}={{{q}`}_{2}}=\frac{{{q}_{1}}+{{q}_{2}}}{2}=\frac{5+15}{2}=10\mu C$ 
 $F=k\frac{|{{q}_{1}}||{{q}_{2}}|}{{{r}^{2}}}\Rightarrow \frac{{{F}`}}{F}=\frac{|{{{{q}`}}_{1}}||{{{{q}`}}_{2}}|}{|{{q}_{1}}||{{q}_{2}}|}\times {{(\frac{r}{{{r}`}})}^{2}}$ 
 $\Rightarrow \frac{{{F}`}}{F}=\frac{10\times 10}{5\times 15}\times 1=\frac{100}{75}=\frac{4}{3}=1/33=\frac{133}{100}$ 
 بنابراین اندازه نیروی دافعه بین دو بار تقریباً $33$ درصد افزایش می‌یابد."
6797,کدام گزینه از موارد ایمنی که ساکنان مناطق آتش‌فشانی باید رعایت کنند، نیست ؟,آماده‌ی تخلیه‌ی سریع محل باشند.,به مکان های امن پناه ببرند.,از پوشیدن لباس‌های عایق و زدن ماسک بپرهیزند.,از جاهای گود هنگام فوران مواد مذاب فاصله بگیرند.,3.0,دبستان 2,ششم دبستان,نسبتا ساده,False,,علوم تجربی ششم دبستان,,,,,,1399,علوم تجربی دوره دوم ابتدایی,هنگام وقوع آتش‌فشان توصیه می‌شود که لباس‌های عایق و بلند پوشیده شود و از ماسک استفاده شود تا از تماس مواد خارج شده از دهانه مانند خاکستر آتش‌فشان با پوست بدن و همچنین ورود آن‌ها به داخل ریه‌ها خودداری شود.
3353,"معکوس حاصل عبارت زیر، همواره کدام است؟ $(a\ne -b\,,\,a.b.c.d\ne \circ )$ 
 $A=\frac{\frac{a+b}{ac}\times \frac{ab}{d}}{\frac{a}{d}\times \frac{a+b}{c}}$",$\frac{b}{a}$,$\frac{a}{b}$,$-\frac{b}{a}$,$\frac{{{a}^{2}}}{{{b}^{2}}}$,2.0,متوسطه 1,نهم,متوسط,False,,ریاضی نهم,44.0,11.0,33.0,4.0,7.0,1395,ریاضی دوره اول متوسطه,$\left. \begin{matrix}   \frac{a+b}{ac}\times \frac{ab}{d}=\frac{ab+{{b}^{2}}}{cd}  \\   \frac{a}{d}\times \frac{a+b}{c}=\frac{{{a}^{2}}+ab}{dc}  \\\end{matrix} \right\}\Rightarrow A=\frac{\frac{ab+{{b}^{2}}}{cd}}{\frac{ab+{{a}^{2}}}{dc}}=\frac{ab+{{b}^{2}}}{ab+{{a}^{2}}}=\frac{b}{a}\Rightarrow \frac{1}{A}=\frac{a}{b}$
6624,"عبارت زیر، ویژگی کدام‌یک از گیاهان زیر می‌تواند باشد؟ 
 «ریشه‌ی این گیاه، افشان است و خود گیاه برگ‌های دراز و باریک دارد.»",گندم,لوبیا,آفتابگردان,هویج,1.0,دبستان 1,سوم دبستان,نسبتا ساده,False,,علوم تجربی سوم دبستان,13.0,65.0,9.0,7.0,6.0,1399,علوم تجربی دوره اول ابتدایی,"گزینه‌ی «1» 
 خصوصیات ذکر شده مربوط به گیاهانی که دارای دانه‌ی یک‌قسمتی هستند، می‌باشد. در بین این گیاهان فقط گندم دارای دانه‌ی یک‌قسمتی است."
341,همه یاخته‌های حاصل از میوز متعلق به سومین و چهارمین حلقه یک گل، کدام ویژگی مشترک را دارند؟,ابتدا به‌طور پی‌درپی چندین تقسیم میتوزی انجام می‌دهند.,در بخشی بزرگ‌تر از مرحله هاپلوئیدی گیاه، رشد و نمو می‌کنند.,از میوز یاخته‌های پارانشیم خورش به‌وجود آمده‌اند.,توسط یاخته‌های هاپلوئیدی احاطه شده‌اند.,2.0,متوسطه 2,یازدهم تجربي,متوسط,False,,زیست 2 يازدهم,,,,,,1397,زیست شناسی دوره دوم متوسطه,"گزینه2 
 یاخته‌های حاصل از میوز متعلق به سومین حلقه گل، گرده‌های نارس و یاخته حاصل از میوز متعلق به چهارمین حلقه گل یاخته هاپلوئیدی ماده است که با تقسیم و رشد خود بخش چند یاخته‌ای به نام کیسه رویانی را به‌وجود می‌آورد. 
 هر دوی این یاخته‌ها در بافت‌های دیپلوئید گیاه باقی مانده و رشد و نمو می‌کنند که بزرگ‌تر از بخش هاپلوئید است. 
 بررسی سایر گزینه‌ها: 
 گزینه «1»: (گرده نارس) تنها یک بار میتوز می‌کند. 
 گزینه «3»: یاخته ماده از میوز یکی از یاخته‌های پارانشیم خورش به‌وجود می‌آید نه گرده نارس. 
 گزینه «4»: یاخته‌های پارانشیم خورش دیپلوئیداند."
9209,شعاع دایره‌های محاطی خارجی یک مثلث به ترتیب 3، 10 و 15 و طول دو ارتفاع از این مثلث 5 و 12 است. طول ارتفاع سوم این مثلث کدام است؟,$\frac{30}{17}$,$\frac{60}{17}$,$\frac{30}{13}$,$\frac{60}{13}$,4.0,متوسطه 2,یازدهم رياضي,دشوار,False,,هندسه 2 يازدهم,88.0,1.0,2.0,4.0,6.0,1401,هندسه دوره دوم متوسطه,"گزینة  «4» 
 اگر ${{r}_{a}}$ ، ${{r}_{b}}$ و ${{r}_{c}}$ شعاع‌های دایره‌های محاطی خارجی و ${{h}_{a}}$ ، ${{h}_{b}}$ و ${{h}_{c}}$ طول ارتفاع‌های یک مثلث باشند که شعاع دایرة محاطی داخلی آن r است، آن‌گاه روابط زیر همواره برقرار است: 
 $\left\{ \begin{align}  & \frac{1}{{{r}_{a}}}+\frac{1}{{{r}_{b}}}+\frac{1}{{{r}_{c}}}=\frac{1}{r} \\  & \frac{1}{{{h}_{a}}}+\frac{1}{{{h}_{b}}}+\frac{1}{{{h}_{c}}}=\frac{1}{r} \\ \end{align} \right.$ 
 بنابراین با فرض مجهول بودن ${{h}_{c}}$ داریم: 
 $\frac{1}{{{r}_{a}}}+\frac{1}{{{r}_{b}}}+\frac{1}{{{r}_{c}}}=\frac{1}{{{h}_{a}}}+\frac{1}{{{h}_{b}}}+\frac{1}{{{h}_{c}}}$ 
 $\Rightarrow \frac{1}{3}+\frac{1}{10}+\frac{1}{15}=\frac{1}{12}+\frac{1}{5}+\frac{1}{{{h}_{c}}}$ 
 $\Rightarrow \frac{10+3+2}{30}=\frac{5+12}{60}+\frac{1}{{{h}_{c}}}\Rightarrow \frac{1}{{{h}_{c}}}=\frac{1}{2}-\frac{17}{60}=\frac{13}{60}\Rightarrow {{h}_{c}}=\frac{60}{13}$"
2856,در کدام‌یک از عددهای دو رقمی زیر، رقم دهگان، 3 تا بیش‌تر از رقم یکان است؟,47,52,82,51,2.0,دبستان 1,دوم دبستان,متوسط,False,,ریاضی دوم دبستان,9.0,20.0,54.0,11.0,6.0,1394,ریاضی دوره اول ابتدایی,"گزينه‌ي«2» 
 در گزینه‌ی «2»، رقم دهگان برابر 5 و رقم یکان برابر 2 است. بنابراین رقم دهگان 3 تا از رقم یکان بیش‌تر است. بقیّه‌ی گزینه‌ها به صورت زیر است: 
 گزینه‌ی «1»: 47     $\leftarrow$   رقم دهگان 3 تا کم‌تر از رقم یکان است. 
 گزینه‌ی «3»: 82    $\leftarrow$    رقم دهگان 6 تا بیش‌تر از رقم یکان است. 
 گزینه‌ی «4»: 51  $\leftarrow$      رقم دهگان 4 تا بیش‌تر از رقم یکان است."
11219,طبق برهان فارابی، کدام‌یک از موارد زیر ضامن متناهی بودن یک زنجیره از علت‌ها و معلول‌ها است؟,اینکه علت بر معلول خود تقدم وجودی دارد.,حتمی بودن شرط وجود علت برای وجود معلول و برعکس.,وجود یک سرسلسله در زنجیره که وجودش بلاشرط است.,وجود علت و معلول‌ها به یکدیگر مشروط نباشد.,3.0,متوسطه 2,دوازدهم انساني,دشوار,True,",1,",فلسفه 2,69.0,8.0,3.0,17.0,2.0,1398,فلسفه دوره دوم متوسطه,برای اینکه زنجیره موجود شود، به ناچار باید موجودی که خود، معلول دیگری نباشد (یعنی وجود نامشروط داشته باشد)، در رأس آن قرار گیرد. بنابراین، یک زنجیره علل و معلول‌ها قطعاً باید به یک عله‌العلل ختم شود که در این صورت نامتناهی نخواهد بود.
17624,"ابیات زیر را به بهترین و منطقی‌ترین ترتیب می‌چینیم. بیت پایانی کدام است؟ 
 الف) شبی مست شد و آتشی برفروخت / نگون‌بخت کالیوه، خرمن بسوخت 
 ب) نخواهی که باشی چنین تیره‌روز / به دیوانگی خرمن خود مسوز 
 ج) چو سرگشته دیدند درویش را / یکی گفت پرورده خویش را 
 د) یکی غلّه مرداد مه توده کرد / ز تیمار دی خاطر آسوده کرد 
 ه_) دگر روز در خوشه‌چینی نشست / که یک جو ز خرمن نماندش به دست",الف,ب,د,ه‍,2.0,متوسطه 1,نهم,دشوار,False,,استعداد تحلیلی,56.0,4.0,24.0,7.0,9.0,1402,استعداد تحلیلی دوره اول متوسطه,"گزينة «2» 
 در ابیات صورت سؤال، شاعر می‌گوید شخصی غلّات خود را انبار کرده ولی شبی مست شده و آتشی برافروخته و هر چه را داشته سوزانده، بنابراین از فردای آن روز به خوشه‌چینی روی آورده است. با این اتّفاقات، شخصی به یکی از شاگردانش گفته است اگر می‌خواهی چنین تیره‌روز نباشی، به دیوانگی خرمن خود را مسوزان."
